coaster_name,Length,Speed,Location,Status,Type,Manufacturer,Model,Height,Inversions,Lift/launch system,Cost,Trains,Park section,Duration,Capacity,G-force,Designer,Max vertical angle,Drop,Soft opening date,Fast Lane available,Replaced,Track layout,Fastrack available,Soft opening date.1,Closing date,Opened,Replaced by,Website,Flash Pass Available,Must transfer from wheelchair,Theme,Single rider line available,Restraint Style,Flash Pass available,Acceleration,Restraints,year_introduced,latitude,longitude,Type_Main,Opening Date
Dragon Express,80 m (260 ft),,Adventure World,Operating,Steel – Family,Zamperla,Family Gravity Coaster 80STD,4 m (13 ft),0.0,,,Single train with 6 cars. Riders are arranged 2 across in a single row for a total of 12 riders per train.,,,,,,,,,,,,,,,,,,,,,,,,,,2003,-32.097,115.8181,Steel,2003-09-27
Greased Lightnin' (Six Flags Discovery Kingdom),,,Other,Discontinued,Other,Anton Schwarzkopf,,,2.0,,,,,,1300 riders per hour,,Werner Stengel & Reinhold Spieldiener,,,,,,,,,,,,,,,,,,,,,2003,,,Other,
Greezed Lightnin' (Kentucky Kingdom),,,Other,Discontinued,Other,Anton Schwarzkopf,,,2.0,,,,,,1300 riders per hour,,Werner Stengel & Reinhold Spieldiener,,,,,,,,,,,,,,,,,,,,,2003,,,Other,
Half Pipe (roller coaster),229.7 ft (70.0 m),43.5 mph (70.0 km/h),Other,,Steel – Launched – Shuttle,Intamin,Half Pipe Coaster (30m),98.4 ft (30.0 m),0.0,LIM,,"Single train with 2 cars, each seating 8 riders",,2:00,,4.5,Werner Stengel,,,,,,Half pipe coaster,,,2019,,,,,,,,,,,,2003,,,Steel,
Jack Rabbit (Celebration City),,,"Orlando, FloridaKissimmee, FloridaFayetteville, GeorgiaUnited States",Operating,Other,,,,,,,,,,,,,,,,,,,,,,"1979 (first park - now closed)December 24, 1997 (Orlando)2007 (Kissimmee) 2017 (Atlanta)",,fun-spot.com,,,Americana,,,,,,2003,28.3303,-81.5147,Other,
The Jester (roller coaster),"1,936 ft (590 m)",40 mph (64 km/h),Other,,Steel,Vekoma,Hurricane,79 ft (24 m),3.0,Chain lift hill,"$4,300,000 USD",2 trains with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,,1:24,1200 riders per hour,3.5,,40°,69 ft (21 m),,,,,,,,,Pandemonium,,,,,,,,,,2003,,,Steel,
Kiddy Hawk,"1,122 ft (342 m)",26 mph (42 km/h),Carowinds,Operating,Steel – Family – Inverted,Vekoma,Suspended Family Coaster 342m,49 ft (15 m),0.0,Tire propelled lift hill,,Single train with 10 cars. Riders are arranged 2 across in a single row for a total of 20 riders per train.,Celebration Plaza,1:30,650 riders per hour,2.2,,,,,,,,,,,,,,,Must transfer from wheelchair,,,,,,,2003,,,Steel,2003-03-22
Nemesis Inferno,"750 m (2,460 ft)",80 km/h (50 mph),Thorpe Park,Operating,Steel – Inverted,Bolliger & Mabillard,Inverted Coaster – Custom,29 m (95 ft),4.0,Chain lift hill,£8 million,2 trains with 7 cars. Riders are arranged 4 across in a single row for a total of 28 riders per train.,The Jungle,1:43,"1,150 riders per hour",5,John Wardley & Werner Stengel & Jordan Forster,,28 m (92 ft),,,Mr. Rabbit's Tropical Travels,,Fastrack available,,,,,,,,,,,,,,2003,51.4035,-0.5164,Steel,2003-04-05
Ozark Wildcat,"2,600 ft (790 m)",45 mph (72 km/h),Celebration City,Removed,Wood,Great Coasters International,,80 ft (24 m),,,"US$4,000,000",2 trains with 12 cars. Riders are arranged 2 across in a single row for a total of 24 riders per train.,,1:30,,,,,,,,,,,,"October 25, 2008",,,,,,,,,,,,2003,36.6509,-93.2938,Wood,2003-05-01
Scream (roller coaster),"3,985 ft (1,215 m)",63 mph (101 km/h),Six Flags Magic Mountain,Operating,Steel,Bolliger & Mabillard,Floorless Coaster,150 ft (46 m),7.0,Chain lift hill,,3 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Screampunk District,3:00,"1,440 riders per hour",4[1],Werner Stengel,,141 ft (43 m),,,,,,,,,,,,Must transfer from wheelchair,,,,Flash Pass available,,,2003,34.4286,-118.5983,Steel,2003-04-12
Spider (roller coaster),"1,391.08 ft (424.00 m)",37.3 mph (60.0 km/h),Lagoon,Operating,Steel – Spinning,Maurer AG,Xtended SC 2000,50.83 ft (15.49 m),0.0,,"USD 3,000,000",8 trains with a single car. Riders are arranged 2 across in 2 rows for a total of 4 riders per train.,,1:10,930 riders per hour,,,50°,,,,,,,,,,,,,,,,,,,,2003,40.9844,-111.895,Steel,2003-04-01
Steel Venom (Valleyfair),630 ft (190 m),68 mph (109 km/h),Valleyfair,Operating,Steel – Inverted – Launched,Intamin,Twisted Impulse Coaster,185 ft (56 m),0.0,LIM Launch Track,"$8,500,000 USD",Single train with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,,,950 riders per hour,,,90°,175 ft (53 m),,Fast Lane available,,,,,,,,,,,,,,,,,2003,44.7978,-93.4517,Steel,2003-05-17
Superman: Ultimate Flight,"2,759–2,798 ft (841–853 m)",51 mph (82 km/h),Other,,Steel – Flying,Bolliger & Mabillard,Flying Coaster - Superman,106 ft (32 m),2.0,Chain lift hill,,"Two (Great America) or three (Over Georgia and Great Adventure) trains, with seven (Over Georgia) or eight (Great America or Great Adventure) cars. Riders are arranged four across in one row for a total of 28 (Over Georgia) or 32 (Great America or Great Adventure) riders per train.",,,1100-1500 riders per hour,3,,,100 ft (30 m),,,,,,,,,,,,,,,,Flash Pass available,,,2003,,,Steel,
Swamp Thing (Wild Adventures),"1,122 ft (342 m)",26 mph (42 km/h),Wild Adventures,Operating,Steel – Inverted – Family,Vekoma,Suspended Family Coaster (342m),48 ft (15 m),0.0,,,Single train with 10 cars. Riders are arranged 2 across in a single row for a total of 20 riders per train.,,1:30,,2.2,,,,,,,,,,,,,,,,,,,,,,2003,30.7196,-83.3217,Steel,2003-01-01
Thunder Dolphin,"1,066 m (3,497 ft)",130 km/h (81 mph),Tokyo Dome City Attractions,Operating,Steel,Intamin,Mega Coaster,80 m (260 ft),0.0,Cable lift hill,"$37,000,000",,LaQua,1:30,"1,660 riders per hour",4.4,Werner Stengel,80°,66 m (217 ft),,,,,,,,,,,,,,,,,,,2003,35.7063,139.7533,Steel,2003-05-01
Top Thrill Dragster,"2,800 ft (850 m)",120 mph (190 km/h),Cedar Point,Closed,Steel – Launched,Intamin,Accelerator Coaster,420 ft (130 m),0.0,Hydraulic Launch,$25 million,"6 trains, with 5 cars. Riders are arranged 2 across in 2 rows (except for the first car), for a total of 18 riders per train.",Gemini Midway,0:30,"1,000 riders per hour",,Werner Stengel,90°,400 ft (120 m),"May 1, 2003",,"Chaos, Troika",,,"May 1, 2003",,,,,,,,,,,0 to 120 mph (0 to 193 km/h) in 4 seconds,,2003,41.484,-82.6862,Steel,2003-05-04
Twist n' Shout,"1,817.6 ft (554.0 m)",41 mph (66 km/h),Loudoun Castle,Removed,Steel,Anton Schwarzkopf,Silverarrow,60.7 ft (18.5 m),1.0,Chain lift hill,,6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,1:48,1500 riders per hour,,Werner Stengel,,,,,,,,,2010,,,,,,,,,,,,2003,55.6104,-4.3689,Steel,2003-04-01
Vild-Svinet,"428 m (1,404 ft)",72.4 km/h (45.0 mph),BonBon-Land,Operating,Steel – Euro-Fighter,Gerstlauer,,22 m (72 ft),1.0,,,4 trains with a single car. Riders are arranged 4 across in 2 rows for a total of 8 riders per train.,,1:00,,,Werner Stengel,97°,,,,,,,,,,,,,,,,,,,,2003,55.2611,11.8634,Steel,2003-05-16
Vilda Musen,"1,410.9 ft (430.0 m)",34.2 mph (55.0 km/h),Gröna Lund,Operating,Steel,Gerstlauer,Bobsled Coaster (Custom),68.11 ft (20.76 m),0.0,,,,,1:34,800 riders per hour,,"Werner Stengel, Wendelin Stückl",40°,,,,,,,,,,,,,,,,,,,,2003,59.3231,18.0956,Steel,2003-04-18
Booster Bike,"594 m (1,949 ft)",75 km/h (47 mph),Toverland,Operating,Steel – Motorbike – Launched,Vekoma,Motorbike Coaster (600m),15 m (49 ft),0.0,,,Single train with 8 cars. Riders are arranged 2 across in a single row for a total of 16 riders per train.,,1:08,,2.5,Vekoma,,,,,,Out and Back,,,,,,,,,,,,,"""0 to 46.6 mph (0 to 75 km/h) in 3 seconds"".",,2004,51.3975,5.9842,Steel,2004-07-27
Dæmonen,"564 m (1,850 ft)",77 km/h (48 mph),Tivoli Gardens,Operating,Steel – Floorless Coaster,Bolliger & Mabillard,Floorless Coaster,28 m (92 ft),3.0,Chain lift hill,75 million DKK (€10 M),2 trains with 6 cars. Riders are arranged 4 across in a single row for a total of 24 riders per train.,,1:46,"1,200 riders per hour",4,,,20 m (66 ft),,,Slangen,Twister,,,,,,,,,,,,,,,2004,55.6728,12.5703,Steel,2004-04-16
Dragon's Fury (roller coaster),"1,706 ft (520 m)",,Chessington World of Adventures,Operating,Steel – Spinning,Maurer AG,Xtended SC 3000,50.8 ft (15.5 m),0.0,2 Chain Lifts,,8 trains with a single car. Riders are arranged 2 across in 2 rows for a total of 4 riders per train.,Land of the Dragons,,550 riders per hour,,,,,,,,,Fastrack available,,,,,,,,,,,,,Individual lap bar,2004,51.348,-0.319,Steel,2004-03-27
Fairly Odd Coaster,"1,345 ft (410 m)",31 mph (50 km/h),Nickelodeon Universe,Operating,Steel – Spinning – Indoor,Gerstlauer,Spinning Coaster Model 420/4,54 ft (16 m),0.0,Chain-lift,,6 trains with a single car. Riders are arranged 2 across in 2 rows for a total of 4 riders per train.,Southeast,1:30,480-720 riders per hour,3.2,Werner Stengel,50°,34 ft (10 m),,,,Twister,,,,,,,,,,,,,,,2004,44.8542,-93.2422,Steel,2004-03-15
Half Pipe (roller coaster),229.7 ft (70.0 m),43.5 mph (70.0 km/h),Other,,Steel – Launched – Shuttle,Intamin,Half Pipe Coaster (30m),98.4 ft (30.0 m),0.0,LIM,,"Single train with 2 cars, each seating 8 riders",,2:00,,4.5,Werner Stengel,,,,,,Half pipe coaster,,,2019,,,,,,,,,,,,2004,,,Steel,
Hell Cat,"2,602 ft (793 m)",56 mph (90 km/h),Clementon Amusement Park,Operating,Wood,S&S – Sansei Technologies,Wooden Coaster,110 ft (34 m),0.0,Chain lift hill,"$4,000,000 USD",,Hell Cat,1:30,2560 riders per hour,,,62°,105 ft (32 m),,,,Out and Back Helix and Twister,,,"September 8, 2019",,,,,,,,,,,,2004,39.802,-74.9847,Wood,2004-09-18
The Joker Funhouse Coaster,900 ft (270 m),30 mph (48 km/h),Six Flags Over Georgia,Operating,Steel,Chance Manufacturing,Big Dipper,,0.0,Propelled by a spinning propulsion system,,,DC Super Friends,1:28[1],1000 riders per hour,,,,,,,,,,,,,,,Flash Pass Available,,,,,,,,2004,33.7678,-84.551,Steel,2004-09-04
Journey to Atlantis,,,SeaWorld Orlando,Operating,Steel,Mack Rides,Water Coaster,,0.0,Chain lift hill,,,Sea of Legends,5:56,,,,,60 ft (18 m),,,,Water Coaster,,,,,,,,,,Single rider line available,,,,,2004,,,Steel,1998-04-17
Lightning (roller coaster),"2,562 ft (781 m)",53 mph (85 km/h),Kuwait Entertainment City,Removed,Steel – Inverted,Bolliger & Mabillard,Inverted Coaster,111 ft (34 m),5.0,Chain lift hill,,,International World,,,,Werner Stengel,,,,,,,,,2016,,,,,,,,,,,,2004,29.3456,47.8182,Steel,2004-01-01
Nighthawk (roller coaster),"2,766 ft (843 m)",51 mph (82 km/h),Other,,Steel – Flying,Vekoma,Flying Dutchman,115 ft (35 m),5.0,Chain,"US$17,000,000",2 trains with 6 cars. Riders are arranged 4 across in a single row for a total of 24 riders per train.,Celebration Plaza,1:50,1000 (Currently 192) riders per hour,4.3,,53°,103 ft (31 m),,Fast Lane available,,,,,"September 2, 2003",,South Bay Shores,,,,,,,,,,2004,,,Steel,
Ragin' Cajun (roller coaster),"1,377.9 ft (420.0 m)",29.1 mph (46.8 km/h),Other,,Steel – Wild Mouse – Spinning,Zamperla,Twister Coaster 420STD,42.7 ft (13.0 m),0.0,Chain lift hill,,9 trains with a single car. Riders are arranged 4 across in a single row for a total of 4 riders per train.,,1:30,900 riders per hour,2.5,,,,,,Two Face: The Flip Side,Wild Mouse,,,"October 27, 2013",,The Joker,,,,,,,,,,2004,,,Steel,
Revenge of the Mummy,,40 mph (64 km/h),Other,,Steel – Launched – Enclosed,Premier Rides,,44.4 ft (13.5 m),0.0,Linear induction motors,,4 trains with 2 cars. Riders are arranged 4 across in 2 rows for a total of 16 riders per train.,,,,,Universal Creative,50°,,,,,,,,"January 7, 2022",,,,,,,Single rider line available,,,,,2004,,,Steel,
Sand Serpent,"1,213.9 ft (370.0 m)",28 mph (45 km/h),Other,,Steel – Wild Mouse,Mack Rides,Wild Maus,45.9 ft (14.0 m),,Chain lift hill,,,,1:50,,,Werner Stengel,,,,,Crazy Camel,,,,2003,,Curse of DarKastle,,,,,,,,,,2004,,,Steel,
Shock Wave (Brean Leisure Park),,,Brean Leisure Park,Operating,Steel,Pinfari,TL59,,1.0,Chain lift hill,,,,,960 riders per hour,,,,,,,,,,,,,,,,,,,,,,,2004,51.2861,-3.0089,Steel,2004-01-01
Silver Bullet (Knott's Berry Farm),"3,125 ft (952 m)",55 mph (89 km/h),Knott's Berry Farm,Operating,Steel – Inverted,Bolliger & Mabillard,Inverted coaster,146 ft (45 m),6.0,Chain lift,"US$16,000,000",3 (max. 2 in operation) trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Ghost Town,2:30,1300 riders per hour,3,,40°,109 ft (33 m),,Fast Lane available,,,,,,,,,,,,,,,,,2004,33.8444,-117.9997,Steel,2004-12-07
Spinball Whizzer,"470 m (1,540 ft)",60 km/h (37 mph),Alton Towers,Operating,Steel – Spinning,Maurer AG,SC 2200[1],17 m (56 ft),0.0,Chain lift hill,"£3,500,000",,The Towers,1:15,950 riders per hour,,,,,,,,,,,,,,,,,,,,,,,2004,52.9889,-1.8946,Steel,2004-03-27
Spinning Dragons,"1,345 ft (410 m)",31 mph (50 km/h),Worlds of Fun,Operating,Steel – Spinning,Gerstlauer,,54 ft (16 m),0.0,Chain Lift,"$4,000,000 USD",,Orient,1 min 30sec,720 riders per hour,,,50°,50 ft (15 m),,Fast Lane available,,,,,,,,,,,,,,,,,2004,39.1754,-94.4879,Steel,2004-04-17
Steel Dragon (Waldameer),"1,391 ft (424 m)",37.3 mph (60.0 km/h),Waldameer Park,Operating,Steel – Spinning,Maurer AG,,51 ft (16 m),0.0,Chain,$4 million,,,1:24,,,,50°,,,,,,,,,,,,,,,,,,,,2004,42.1081,-80.1589,Steel,2004-07-02
Storm Runner,"2,600 ft (790 m)",75 mph (121 km/h),Hersheypark,Operating,Steel – Launched,Intamin,Accelerator Coaster,150 ft (46 m),3.0,Hydraulic Launch,"$12,500,000",2 trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,Pioneer Frontier,0:50,1200 riders per hour,5,Werner Stengel,90°,180 ft (55 m),,,,,,,,,,Official website,,,,,,,0 to 72 mph (0 to 116 km/h) in 2 seconds,,2004,40.2897,-76.6536,Steel,2004-05-08
Super Grover's Box Car Derby,800 ft (240 m),28 mph (45 km/h),Other,,Steel,Zierer,,,0.0,,,Single train with 14 cars. Riders are arranged 2 across in a single row for a total of 28 riders per train.,Sesame Street Land,,,,Ing.-Büro Stengel GmbH,,,,,,,,,,,,,,,,,,,,,2004,,,Steel,
Superman El Último Escape,"5,577.4 ft (1,700.0 m)",74.6 mph (120.1 km/h),Six Flags México,Operating,Steel,D. H. Morgan Manufacturing,Hypercoaster,219.8 ft (67.0 m),0.0,Chain,,3 trains with 6 cars. Riders are arranged 2 across in 3 rows for a total of 36 riders per train.,Pueblo Mexicano,3:04,"1,600 riders per hour",,,60°,205 ft (62 m),,,,Out and Back,,,,,,,Flash Pass Available,,,,,,,,2004,,,Steel,2004-11-19
The Gauntlet (roller coaster),"2,260.0 ft (688.8 m)",49.7 mph (80.0 km/h),Magic Springs and Crystal Falls,Operating,Steel – Inverted,Vekoma,SLC (689m Standard),109.0 ft (33.2 m),5.0,Chain lift hill,"$7,000,000",2 trains with 10 cars. Riders are arranged 2 across in a single row for a total of 20 riders per train.,,1:36,"1,040 riders per hour",,,,,,,,,,,,,,,,,,,,,,,2004,38.1941,-85.747,Steel,2004-04-10
Thunderhead (roller coaster),"3,230 ft (980 m)",53.7 mph (86.4 km/h),Dollywood,Operating,Wood,Great Coasters International,,100.4 ft (30.6 m),0.0,Chain lift hill,$7 million,12 cars. Riders are arranged 2 across in a single row for a total of 24 riders per train.,Timber Canyon,2:30,,,Mike Boodley,60°,100 ft (30 m),,,,Twister roller coaster,,,,,,,,Must transfer from wheelchair,,,,,,,2004,35.7967,-83.5319,Wood,2004-04-03
Time Warp (roller coaster),"390.99 m (1,282.8 ft)",41.4 km/h (25.7 mph),Canada's Wonderland,Operating,Steel,Zamperla,,15.3 m (50 ft),2.0,Spiral Lift,,7 trains with a single car. Riders are arranged 4 across in a single row for a total of 4 riders per train.,Grande World Exposition of 1890,1:04,,,Ingenieur Büro Stengel GmbH,,,,Fast Lane available,,,,,,,,,,,,,,,,,2004,43.8408,-79.5396,Steel,2004-05-02
Tulireki,"1,102.4 ft (336.0 m)",36 mph (58 km/h),Linnanmäki,Operating,Steel,Mack Rides,e-Motion Coaster,54.2 ft (16.5 m),0.0,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,2004,60.1881,24.9381,Steel,2004-04-29
Typhoon (Bobbejaanland),"670 m (2,200 ft)",80 km/h (50 mph),Bobbejaanland,Operating,Steel – Euro-Fighter,Gerstlauer,,25.7 m (84 ft),4.0,,"€5,000,000",,Land of Legends,1:30,1400 riders per hour,5,Werner Stengel,97°,,,,,,,,,,,,,,,,,,,,2004,51.1997,4.9055,Steel,2004-04-10
WhirlWind (Seabreeze),"1,391 ft (424 m)",37.3 mph (60.0 km/h),Seabreeze Amusement Park,Operating,Steel – Spinning,Maurer AG,Xtended SC 2000,50.8 ft (15.5 m),0.0,Chain,"$2,000,000",,,1:10,930 riders per hour,,Maurer Söhne,50°,,,,,Steel,,,,,,,,,,,,,,,2004,43.234,-77.5429,Steel,2004-01-01
Atlantica SuperSplash,"390 m (1,280 ft)",80 km/h (50 mph),Europa Park,,Other,Mack Rides,Water coasterSuperSplash,30 m (98 ft),,,€5 million,,Portugal,3:20,1400 riders per hour,4,,50°,30 m (98 ft),,,,,,,,,,,,,,,,,,,2005,48.2622,7.7211,Other,2005-03-19
Bat (Lagoon),"342 m (1,122 ft)",,Lagoon Amusement Park,Operating,Steel – Inverted,Vekoma,Suspended Family Coaster (342m),14.8 m (49 ft),0.0,,,Single train with 10 cars. Riders are arranged 2 across in a single row for a total of 20 riders per train.,,1:30 mins,650 riders per hour,2.2,,,,,,,Inverted,,,,,,,,,,,,,,,2005,40.9862,-111.8926,Steel,2005-04-16
Bocaraca,"1,148.3 ft (350.0 m)",37.3 mph (60.0 km/h),Other,,Steel,Vekoma,Whirlwind,64 ft (20 m),2.0,Chain lift hill,,Single train with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,,,,,,,,,,Jet Star,,,,,,,,,,,,,,,,2005,,,Steel,
Cobra (PowerPark),935 ft (285 m),47 mph (76 km/h),PowerPark,Operating,Steel – Shuttle,Vekoma,Boomerang,116.6 ft (35.5 m),3.0,,,,,1:48,760 riders per hour,5.2,,,,,,,,,,,,,,,,,,,,,,2005,63.2298,22.8587,Steel,2005-01-01
Fairly Odd Coaster (Carowinds),"1,356 ft (413 m)",36 mph (58 km/h),Carowinds,Operating,Wood,Philadelphia Toboggan Coasters,144a,40 ft (12 m),0.0,Chain Lift,,,Camp Snoopy,1:00,1250 riders per hour,,John C. Allen,,35 ft (11 m),,,,,,,,,,,,,,,,,,,2005,35.101,-80.9394,Wood,1975-01-01
Frankie's Mine Train,262.5 ft (80.0 m),,Other,,Steel – Junior,Zamperla,Family Gravity Coaster 80STD,13 ft (4.0 m),,Chain lift hill,,Single train with 6 cars. Riders are arranged 2 across in a single row for a total of 12 riders per train.,,,,,,,,,,Wild Kitty,,,,,,,,,,,,,,,,2005,,,Steel,
G Force (roller coaster),"1,263 ft (385 m)",43.5 mph (70.0 km/h),Drayton Manor Theme Park,Removed,Other,Maurer AG,HBX 2000,82 ft (25 m),3.0,,"£2,500,000",2 trains with 2 cars. Riders are arranged 2 across in 3 rows for a total of 12 riders per train.,,0:45,1100 riders per hour,4.3,,360°,,,,,,,,October 2018,,,,,,,,,,,,2005,52.6128,-1.7147,Other,2005-07-26
Hades 360,"4,746 ft (1,447 m)",60 mph (97 km/h),Mt. Olympus Water & Theme Park,Operating,Wood,The Gravity Group,,136 ft (41 m),1.0,,,Single train with 12 cars. Riders are arranged 2 across in a single row for a total of 24 riders per train.,,2:20,,3.5,,65°,140 ft (43 m),,,,,,,,,,,,,,,,,,,2005,43.617,-89.7893,Wood,2013-05-14
Hydra the Revenge,"3,198 ft (975 m)",53 mph (85 km/h),Dorney Park & Wildwater Kingdom,Operating,Steel – Floorless Coaster,Bolliger & Mabillard,Floorless Coaster,95 ft (29 m),7.0,Chain lift hill,"$13,000,000 USD",2 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,,2:35,"1,245 riders per hour",,Werner Stengel,68°,105 ft (32 m),"March 24, 2005",Fast Lane available,Hercules,Twister,,"March 24, 2005",,,,,,,,,,,,,2005,40.581,-75.5325,Steel,2005-05-07
Italian Job: Stunt Track (Canada's Wonderland),"1,960 ft (600 m)",40 mph (64 km/h),Other,,Steel – Launched,Premier Rides,,45.2 ft (13.8 m),0.0,LIM Launch Track,,3 trains with 3 cars. Riders are arranged 2 across in 2 rows for a total of 12 riders per train.,,1:04,1000 riders per hour,,Werner Stengel,,31.2 ft (9.5 m),"April 29, 2005",,,,,"April 29, 2005",,,,,,,,,,,0 to 40 mph (0 to 64 km/h) in 3 seconds,,2005,,,Steel,
Italian Job: Stunt Track (Kings Island),"1,960 ft (600 m)",40 mph (64 km/h),Other,,Steel – Launched,Premier Rides,,45.2 ft (13.8 m),0.0,LIM Launch Track,,3 trains with 3 cars. Riders are arranged 2 across in 2 rows for a total of 12 riders per train.,,1:04,1000 riders per hour,,Werner Stengel,,31.2 ft (9.5 m),"April 29, 2005",,,,,"April 29, 2005",,,,,,,,,,,0 to 40 mph (0 to 64 km/h) in 3 seconds,,2005,,,Steel,
Kanonen,"440 m (1,440 ft)",75 km/h (47 mph),Liseberg,Removed,Steel – Launched,Intamin,Accelerator Coaster,24 m (79 ft),2.0,,"50,000,000 SEK",2 trains with 4 cars. Riders are arranged 2 across in 2 rows for a total of 16 riders per train.,,1 min 13 sec,930 riders per hour,,Werner Stengel,90°,,,,,,,,"December 30, 2016",,Valkyria,,,,,,,,0 to 72 km/h in 2 seconds,,2005,57.6933,11.9954,Steel,2005-04-23
Kingda Ka,"3,118 ft (950 m)",128 mph (206 km/h),Six Flags Great Adventure,Operating,Steel – Launched,Intamin,Accelerator Coaster,456 ft (139 m),0.0,Hydraulic launch,$25 million,"4 trains containing 5 cars each. Riders are seated 2 across in 2 rows, with only 1 row in the last car, for a total of 18 riders per train.",The Golden Kingdom,0:28,1400 riders per hour,,Werner Stengel,90°,418 ft (127 m),"May 19, 2005",,,,,"May 19, 2005",,,,,,,,,,Flash Pass available,0 to 128 mph (0 to 206 km/h) in 3.5 seconds,,2005,40.1392,-74.4365,Steel,2005-05-21
